"#","Class Name","Schedule","Program","Gender","Age Range","Max Enroll","Current Enroll","Openings","Trials","Make Ups","Price"
"1300","11:15 AM GLD 1 ","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1301","11:15 AM CRL 2/3 ","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1302","11:15 AM CRL 2/3 ","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1303","11:15 AM CRL 1","Su  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1304","11:15 AM CRL 1 ","Sa  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1305","11:00 SPR/RCR","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","","12","14","-2","0","0","$ 336.00"
"1306","11:00 SPR/RCR","Su  - 11:00 AM - 12:00 PM","Swim Classes","C","","12","15","-3","0","0","$ 306.00"
"1307","11:00 PBUB","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1308","11:00 PBUB","Su  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1309","11:00 CHL/MST","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","","14","3","11","0","0","$ 336.00"
"1310","11:00 CHL/MST","Su  - 11:00 AM - 12:00 PM","Swim Classes","C","","12","6","6","0","0","$ 306.00"
"1311","11:00 BUB 2/3","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1312","11:00 BUB 2/3","Su  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","7","-3","0","0","$ 306.00"
"1313","11:00 AM TEEN","Su  - 11:00 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 270.00"
"1314","11:00 AM TEEN","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 270.00"
"1315","11:00 AM PBUB","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1316","11:00 AM PBUB","Su  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1317","11:00 AM CHL/MST","Su  - 11:00 AM - 12:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1318","11:00 AM CHL/MST","Sa  - 11:00 AM - 12:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1319","11:00 AM BUB 2/3 ","Su  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1320","11:00 AM BUB 2/3 ","Sa  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1321","10:30 GLD 2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","4","4","0","0","$ 306.00"
"1322","10:30 GLD 1/2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"1323","10:30 CRL 2/3","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","7","-1","0","0","$ 306.00"
"1324","10:30 CRL 1","Su  - 10:00 AM - 10:30 AM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1325","10:30 CRL 1","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","2","4","0","0","$ 306.00"
"1326","10:30 CR2","Su  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","2","4","0","0","$ 306.00"
"1327","10:30 BUB 2/3","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","6","-2","0","0","$ 306.00"
"1328","10:30 BUB 1","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1329","10:30 AM GLD 2/3","Su  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1330","10:30 AM GLD 2/3 ","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1331","10:30 AM GLD 1","Su  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1332","10:30 AM GLD 1","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1333","10:30 AM CRL 2/3 ","Su  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1334","10:30 AM CRL 2/3 ","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1335","10:30 AM CRL 1","Su  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1336","10:30 AM CRL 1","Sa  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1337","10:30 AM BUB 2/3 ","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1338","10:30 AM BUB 1","Sa  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1339","10:00 TEEN","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","8","10","-2","0","0","$ 336.00"
"1340","10:00 SPR/ RCR","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","12","15","-3","0","0","$ 336.00"
"1341","10:00 CHL/MST","Su  - 10:00 AM - 11:00 AM","Swim Classes","C","","12","6","6","0","0","$ 306.00"
"1342","10:00 BUB1","Su  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1343","10:00 BUB 2/3","Su  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1344","10:00 BUB 2/3","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"1345","10:00 AM SPR/RCR","Su  - 10:00 AM - 11:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1346","10:00 AM SPR/RCR","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1347","10:00 AM CHL/MST ","Su  - 10:00 AM - 11:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1348","10:00 AM CHL/MST","Sa  - 10:00 AM - 11:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1349","10:00 AM BUB 2/3","Su  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1350","10:00 AM BUB 2/3","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1351","10:00 AM BUB 1","Su  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1352","10:00 AM BUB 1","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1353","10:00  BUB 1","Sa  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1354"," 5:45 CRL 2/3","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","6","0","0","0","$ 286.00"

"Classes","Avg Class Size","Enrollments","Limit"
"1354","1.3","1755 (18.46%)","9508"

